Reservation ID,Guest ID,Booking Date,Check-In Date,Check-Out Date,Number of Nights,Check-In Month,Check-In Year,Season,Check-In Day,Adults,Children,Party Size,Room Type,Guest Type,Market Segment,Booking Channel,Guest State,Loyalty Member,Returning Guest,Booking Lead Time,Daily Rate,Room Revenue,Restaurant Spend,Spa Used,Spa Spend,Other Spend,Ancillary Revenue,Total Revenue,Reservation Status,Special Request,Complaint Filed,Satisfaction Rating,Review Score
R202402592,G102094,2025-05-23 00:00:00,2025-06-12 00:00:00,2025-06-15 00:00:00,3,June,2025,Summer,Thursday,1,0,1,Deluxe King,Leisure,Direct,Phone,Pennsylvania,Yes,Yes,20,284.84,854.52,89.42,No,0,46.52,135.94,990.46,Completed,No,No,4.4,8.4
R202402593,G100881,2025-04-06 00:00:00,2025-06-16 00:00:00,2025-06-20 00:00:00,4,June,2025,Summer,Monday,2,0,2,Standard King,Couple Getaway,OTA,Booking.com,Pennsylvania,Yes,Yes,71,198.17,792.68,307.56,No,0,106.77,414.33,1207.01,Completed,No,No,4.3,8.2
R202402594,G102919,2023-12-31 00:00:00,2024-01-22 00:00:00,2024-01-23 00:00:00,1,January,2024,Winter,Monday,2,0,2,Standard Double,Couple Getaway,OTA,Expedia,New York,No,Yes,22,126.49,126.49,83.85,Yes,378.52,29.16,491.53,618.02,Completed,Yes,Yes,3.4,6.7
R202402595,G103523,2023-11-13 00:00:00,2024-01-21 00:00:00,2024-01-24 00:00:00,3,January,2024,Winter,Sunday,2,0,2,Deluxe King,Leisure,Corporate Negotiated,Corporate,New York,No,No,69,179.95,539.85,202.86,No,0,183.34,386.2,926.05,Completed,Yes,No,4.9,9.6
R202402596,G102646,2024-03-09 00:00:00,2024-05-16 00:00:00,2024-05-19 00:00:00,3,May,2024,Spring,Thursday,3,0,3,Standard King,Leisure,Direct,Travel Agent,Ohio,Yes,Yes,68,162.97,488.91,134.32,No,0,85.77,220.09,709.0,Completed,No,No,5,9.8
R202402597,G101383,2025-05-31 00:00:00,2025-09-12 00:00:00,2025-09-17 00:00:00,5,September,2025,Fall,Friday,2,0,2,Standard Double,Leisure,Direct,Hotel Website,Virginia,Yes,Yes,104,186.64,933.2,359.67,No,0,193.15,552.82,1486.02,Completed,No,No,5,10
R202402598,G101859,2025-03-03 00:00:00,2025-03-31 00:00:00,2025-04-03 00:00:00,3,March,2025,Spring,Monday,2,0,2,Standard King,Leisure,OTA,Expedia,New York,No,Yes,28,141.91,425.73,186.79,Yes,172.82,13.39,373.0,798.73,Completed,Yes,No,5,10
R202402599,G100050,2025-09-18 00:00:00,2025-09-29 00:00:00,2025-10-01 00:00:00,2,September,2025,Fall,Monday,1,0,1,Standard Double,Business,OTA,Booking.com,New York,No,No,11,183.67,367.34,21.94,No,0,105.96,127.9,495.24,Completed,No,No,5,10.0
R202402600,G102701,2025-09-15 00:00:00,2025-10-04 00:00:00,2025-10-07 00:00:00,3,October,2025,Fall,Saturday,1,0,1,Lake View King,Leisure,OTA,Booking.com,Other,Yes,No,19,270.54,811.62,112.81,No,0,137.38,250.19,1061.81,Completed,No,No,4.2,8.6
R202402601,G101645,2025-02-22 00:00:00,2025-04-08 00:00:00,2025-04-10 00:00:00,2,April,2025,Spring,Tuesday,3,1,4,Standard King,Leisure,Direct,Hotel Website,Texas,Yes,Yes,45,142.79,285.58,318.63,No,0,34.75,353.38,638.96,Completed,No,No,5,10
R202402602,G101036,2024-02-20 00:00:00,2024-03-01 00:00:00,2024-03-03 00:00:00,2,March,2024,Spring,Friday,1,0,1,Standard Double,Business,OTA,Booking.com,New York,No,No,10,147.54,295.08,19.31,No,0,128.78,148.09,443.17,Completed,Yes,No,4.2,8.5
R202402603,G102578,2024-07-10 00:00:00,2024-07-28 00:00:00,2024-07-29 00:00:00,1,July,2024,Summer,Sunday,1,0,1,Lake View King,Business,Direct,Travel Agent,New York,No,Yes,18,380.2,380.2,14.56,No,0,39.28,53.84,434.04,Completed,No,No,4.6,9.0
R202402604,G101774,2024-09-06 00:00:00,2024-10-10 00:00:00,2024-10-11 00:00:00,1,October,2024,Fall,Thursday,2,0,2,Standard King,Business,Direct,Hotel Website,Maryland,Yes,Yes,34,159.65,159.65,65.71,No,0,35.95,101.66,261.31,Completed,No,No,5,10
R202402605,G102287,2025-07-31 00:00:00,2025-09-25 00:00:00,2025-09-28 00:00:00,3,September,2025,Fall,Thursday,1,2,3,Lake View King,Leisure,Direct,Hotel Website,Pennsylvania,No,No,56,326.32,978.96,192.83,No,0,37.94,230.77,1209.73,Completed,Yes,No,4.0,8.2
R202402606,G100897,2023-12-27 00:00:00,2024-03-14 00:00:00,2024-03-16 00:00:00,2,March,2024,Spring,Thursday,3,2,5,Standard Double,Group,Group,Hotel Website,New York,No,Yes,78,154.81,309.62,188.12,No,0,120.16,308.28,617.9,Completed,Yes,No,4.3,9.3
R202402607,G102999,2024-09-16 00:00:00,2024-10-16 00:00:00,2024-10-18 00:00:00,2,October,2024,Fall,Wednesday,1,0,1,Standard Double,Business,Direct,Hotel Website,New York,No,No,30,184.05,368.1,40.43,No,0,41.79,82.22,450.32,Completed,No,No,4.4,8.7
R202402608,G100653,2025-09-17 00:00:00,2025-10-25 00:00:00,2025-10-30 00:00:00,5,October,2025,Fall,Saturday,2,0,2,Standard King,Leisure,Direct,Hotel Website,New York,No,Yes,38,183.81,919.05,205.45,No,0,179.83,385.28,1304.33,Completed,No,No,4.9,9.9
R202402609,G100480,2024-03-25 00:00:00,2024-04-13 00:00:00,2024-04-16 00:00:00,3,April,2024,Spring,Saturday,1,0,1,Deluxe King,Business,OTA,Booking.com,New York,No,No,19,213.38,640.14,62.96,Yes,232.89,193.97,489.82,1129.96,Completed,No,No,3.9,7.9
R202402610,G100930,2025-03-05 00:00:00,2025-04-16 00:00:00,2025-04-19 00:00:00,3,April,2025,Spring,Wednesday,1,0,1,Standard Double,Leisure,OTA,Expedia,Texas,Yes,Yes,42,149.41,448.23,22.15,No,0,202.9,225.05,673.28,Completed,No,No,4.8,9.4
R202402611,G101233,2024-01-03 00:00:00,2024-03-12 00:00:00,2024-03-13 00:00:00,1,March,2024,Spring,Tuesday,4,2,6,Deluxe King,Group,Group,Expedia,New York,Yes,Yes,69,172.81,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202402612,G102328,2025-07-25 00:00:00,2025-08-30 00:00:00,2025-09-01 00:00:00,2,August,2025,Summer,Saturday,3,2,5,Executive Suite,Group,Group,Booking.com,Connecticut,Yes,Yes,36,612.46,1224.92,357.66,No,0,146.81,504.47,1729.39,Completed,No,No,4.1,9.3
R202402613,G101331,2024-09-03 00:00:00,2024-12-02 00:00:00,2024-12-06 00:00:00,4,December,2024,Winter,Monday,2,0,2,Standard King,Leisure,Corporate Negotiated,Corporate,Virginia,No,No,90,164.33,657.32,196.02,No,0,191.08,387.1,1044.42,Completed,No,No,4.5,9.4
R202402614,G100722,2024-11-24 00:00:00,2024-12-29 00:00:00,2025-01-01 00:00:00,3,December,2024,Winter,Sunday,2,0,2,Standard Double,Couple Getaway,OTA,Expedia,New York,Yes,No,35,145.54,436.62,116.46,Yes,161.66,262.84,540.96,977.58,Completed,No,No,4.6,9.0
R202402615,G101637,2024-04-23 00:00:00,2024-06-08 00:00:00,2024-06-15 00:00:00,7,June,2024,Summer,Saturday,3,0,3,Standard Double,Leisure,Direct,Travel Agent,Virginia,Yes,Yes,46,183.91,1287.37,572.14,Yes,187.18,320.57,1079.89,2367.26,Completed,No,No,4.2,8.1
R202402616,G102802,2025-01-07 00:00:00,2025-02-27 00:00:00,2025-03-02 00:00:00,3,February,2025,Winter,Thursday,3,1,4,Junior Suite,Group,Group,Hotel Website,Ohio,Yes,Yes,51,260.33,780.99,145.78,No,0,151.89,297.67,1078.66,Completed,No,No,4.2,7.9
R202402617,G100543,2024-05-26 00:00:00,2024-07-09 00:00:00,2024-07-15 00:00:00,6,July,2024,Summer,Tuesday,2,0,2,Deluxe King,Leisure,OTA,Expedia,New Jersey,No,No,44,313.32,1879.92,258.63,Yes,251.14,187.98,697.75,2577.67,Completed,Yes,No,4.2,7.9
R202402618,G101452,2024-11-26 00:00:00,2025-01-29 00:00:00,2025-02-03 00:00:00,5,January,2025,Winter,Wednesday,1,1,2,Standard King,Leisure,Corporate Negotiated,Corporate,Pennsylvania,No,No,64,122.34,611.7,363.32,No,0,194.47,557.79,1169.49,Completed,No,No,4.4,8.9
R202402619,G100346,2024-06-12 00:00:00,2024-07-07 00:00:00,2024-07-09 00:00:00,2,July,2024,Summer,Sunday,1,0,1,Standard Double,Business,Direct,Travel Agent,New Jersey,No,No,25,229.53,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202402620,G102067,2025-07-31 00:00:00,2025-09-27 00:00:00,2025-10-02 00:00:00,5,September,2025,Fall,Saturday,2,2,4,Standard Double,Group,Group,Hotel Website,Virginia,No,No,58,212.94,1064.7,644.27,No,0,178.46,822.73,1887.43,Completed,No,No,4.3,8.0
R202402621,G102163,2024-01-22 00:00:00,2024-03-13 00:00:00,2024-03-19 00:00:00,6,March,2024,Spring,Wednesday,2,0,2,Standard Double,Leisure,Direct,Hotel Website,New York,No,Yes,51,165.04,990.24,452.48,No,0,31.46,483.94,1474.18,Completed,No,No,3.3,5.5
R202402622,G102528,2024-03-27 00:00:00,2024-06-05 00:00:00,2024-06-07 00:00:00,2,June,2024,Summer,Wednesday,2,1,3,Standard King,Leisure,Direct,Hotel Website,New Jersey,No,Yes,70,186.85,373.7,270.3,No,0,53.63,323.93,697.63,Completed,No,No,3.4,7.0
R202402623,G101007,2025-09-10 00:00:00,2025-11-08 00:00:00,2025-11-09 00:00:00,1,November,2025,Fall,Saturday,4,2,6,Deluxe King,Leisure,Direct,Hotel Website,New York,No,No,59,212.4,212.4,209.81,No,0,61.88,271.69,484.09,Completed,No,No,4.1,8.3
R202402624,G100095,2024-08-16 00:00:00,2024-09-23 00:00:00,2024-09-26 00:00:00,3,September,2024,Fall,Monday,1,0,1,Standard Double,Business,OTA,Expedia,New York,No,No,38,181.72,545.16,39.01,No,0,85.48,124.49,669.65,Completed,No,No,4.3,8.3
R202402625,G100490,2025-07-15 00:00:00,2025-08-27 00:00:00,2025-08-31 00:00:00,4,August,2025,Summer,Wednesday,4,0,4,Standard King,Leisure,Direct,Hotel Website,New York,No,No,43,232.53,930.12,126.33,Yes,796.86,94.66,1017.85,1947.97,Completed,No,No,4.6,9.1
R202402626,G101156,2023-11-30 00:00:00,2024-01-02 00:00:00,2024-01-05 00:00:00,3,January,2024,Winter,Tuesday,2,0,2,Standard King,Couple Getaway,Direct,Phone,Other,Yes,Yes,33,125.85,377.55,286.87,Yes,281.95,177.27,746.09,1123.64,Completed,No,Yes,3.3,6.2
R202402627,G102801,2024-09-07 00:00:00,2024-09-27 00:00:00,2024-09-30 00:00:00,3,September,2024,Fall,Friday,1,0,1,Lake View King,Business,Direct,Hotel Website,New York,No,No,20,343.9,1031.7,102.25,No,0,143.8,246.05,1277.75,Completed,No,No,5.0,9.5
R202402628,G100154,2024-08-08 00:00:00,2024-09-03 00:00:00,2024-09-07 00:00:00,4,September,2024,Fall,Tuesday,2,0,2,Standard King,Leisure,Direct,Hotel Website,Massachusetts,Yes,Yes,26,172.55,690.2,84.04,No,0,212.89,296.93,987.13,Completed,Yes,No,3.8,8.5
R202402629,G103225,2025-05-11 00:00:00,2025-06-23 00:00:00,2025-06-25 00:00:00,2,June,2025,Summer,Monday,3,0,3,Standard King,Leisure,Direct,Phone,New York,No,No,43,206.14,412.28,31.11,Yes,262.68,69.78,363.57,775.85,Completed,No,No,4.5,8.8
R202402630,G103530,2024-06-20 00:00:00,2024-07-01 00:00:00,2024-07-02 00:00:00,1,July,2024,Summer,Monday,2,0,2,Junior Suite,Business,OTA,Booking.com,Pennsylvania,Yes,Yes,11,378.21,378.21,48.35,No,0,40.45,88.8,467.01,Completed,Yes,No,5,10
R202402631,G101108,2024-11-13 00:00:00,2024-12-11 00:00:00,2024-12-14 00:00:00,3,December,2024,Winter,Wednesday,1,0,1,Standard Double,Business,OTA,Booking.com,New Jersey,No,Yes,28,165.95,497.85,50.35,Yes,263.6,145.6,459.55,957.4,Completed,No,Yes,2.7,5.6
R202402632,G100367,2025-04-04 00:00:00,2025-04-19 00:00:00,2025-04-24 00:00:00,5,April,2025,Spring,Saturday,2,0,2,Deluxe King,Leisure,OTA,Booking.com,Florida,No,Yes,15,199.28,996.4,298.97,No,0,303.2,602.17,1598.57,Completed,No,No,5,10
R202402633,G100882,2024-08-14 00:00:00,2024-09-18 00:00:00,2024-09-20 00:00:00,2,September,2024,Fall,Wednesday,2,2,4,Executive Suite,Leisure,Direct,Travel Agent,New Jersey,Yes,Yes,35,438.49,876.98,145.39,Yes,334.44,155.03,634.86,1511.84,Completed,No,Yes,3.4,6.3
R202402634,G103425,2025-06-18 00:00:00,2025-06-29 00:00:00,2025-07-01 00:00:00,2,June,2025,Summer,Sunday,1,0,1,Lake View King,Business,Direct,Hotel Website,New York,No,Yes,11,368.64,737.28,24.38,No,0,45.22,69.6,806.88,Completed,No,No,4.2,8.6
R202402635,G101952,2024-10-24 00:00:00,2025-01-07 00:00:00,2025-01-11 00:00:00,4,January,2025,Winter,Tuesday,2,0,2,Deluxe King,Leisure,Direct,Hotel Website,New York,Yes,No,75,169.8,679.2,183.57,No,0,58.05,241.62,920.82,Completed,No,No,4.2,7.6
R202402636,G102143,2025-08-30 00:00:00,2025-10-18 00:00:00,2025-10-21 00:00:00,3,October,2025,Fall,Saturday,2,0,2,Standard Double,Couple Getaway,Direct,Travel Agent,Other,No,Yes,49,194.04,582.12,76.0,Yes,201.43,64.65,342.08,924.2,Completed,No,Yes,3.0,6.2
R202402637,G101653,2025-05-23 00:00:00,2025-05-25 00:00:00,2025-05-27 00:00:00,2,May,2025,Spring,Sunday,1,0,1,Lake View King,Business,Direct,Hotel Website,Connecticut,Yes,No,2,294.98,589.96,3.06,No,0,128.82,131.88,721.84,Completed,No,No,5,9.8
R202402638,G101539,2024-05-17 00:00:00,2024-07-17 00:00:00,2024-07-23 00:00:00,6,July,2024,Summer,Wednesday,2,2,4,Standard King,Leisure,OTA,Booking.com,Ohio,No,No,61,201.54,1209.24,421.21,No,0,337.33,758.54,1967.78,Completed,No,No,4.2,7.2
R202402639,G101706,2024-10-10 00:00:00,2024-11-08 00:00:00,2024-11-11 00:00:00,3,November,2024,Fall,Friday,3,0,3,Junior Suite,Leisure,Direct,Phone,Florida,No,No,29,324.2,972.6,328.33,No,0,75.55,403.88,1376.48,Completed,Yes,No,3.9,7.9
R202402640,G102139,2024-03-22 00:00:00,2024-04-24 00:00:00,2024-04-27 00:00:00,3,April,2024,Spring,Wednesday,2,0,2,Standard King,Couple Getaway,Direct,Phone,Other,No,Yes,33,139.39,418.17,71.57,No,0,90.87,162.44,580.61,Completed,No,No,4.1,8.0
R202402641,G103468,2024-12-16 00:00:00,2025-02-23 00:00:00,2025-02-25 00:00:00,2,February,2025,Winter,Sunday,2,1,3,Standard Double,Leisure,Direct,Phone,Pennsylvania,No,No,69,140.51,281.02,229.28,No,0,0,229.28,510.3,Completed,No,Yes,2.9,5.8
R202402642,G100594,2025-11-16 00:00:00,2025-11-16 00:00:00,2025-11-18 00:00:00,2,November,2025,Fall,Sunday,1,0,1,Junior Suite,Business,OTA,Expedia,New Jersey,Yes,Yes,0,279.67,559.34,33.59,No,0,86.61,120.2,679.54,Completed,No,Yes,3.2,6.0
R202402643,G103583,2025-07-18 00:00:00,2025-08-01 00:00:00,2025-08-04 00:00:00,3,August,2025,Summer,Friday,2,0,2,Standard King,Business,Direct,Hotel Website,New York,Yes,Yes,14,221.04,663.12,190.64,No,0,58.46,249.1,912.22,Completed,Yes,No,5,10
R202402644,G101330,2023-11-08 00:00:00,2024-01-01 00:00:00,2024-01-07 00:00:00,6,January,2024,Winter,Monday,3,0,3,Standard Double,Leisure,OTA,Expedia,New York,No,Yes,54,131.63,789.78,337.81,No,0,169.13,506.94,1296.72,Completed,No,Yes,2.5,4.6
R202402645,G102403,2024-07-10 00:00:00,2024-07-16 00:00:00,2024-07-18 00:00:00,2,July,2024,Summer,Tuesday,1,0,1,Standard King,Business,OTA,Expedia,Pennsylvania,No,No,6,204.38,408.76,66.26,No,0,51.11,117.37,526.13,Completed,Yes,No,4.0,8.1
R202402646,G102897,2025-09-19 00:00:00,2025-11-28 00:00:00,2025-12-02 00:00:00,4,November,2025,Fall,Friday,1,2,3,Deluxe King,Leisure,Direct,Hotel Website,Pennsylvania,No,No,70,202.13,808.52,273.61,No,0,129.65,403.26,1211.78,Completed,Yes,No,4.2,8.7
R202402647,G100667,2025-03-21 00:00:00,2025-04-28 00:00:00,2025-05-03 00:00:00,5,April,2025,Spring,Monday,2,0,2,Standard Double,Leisure,Direct,Hotel Website,Pennsylvania,No,No,38,167.82,839.1,0,No,0,101.75,101.75,940.85,Completed,No,No,3.4,6.6
R202402648,G100462,2025-04-11 00:00:00,2025-06-12 00:00:00,2025-06-16 00:00:00,4,June,2025,Summer,Thursday,2,0,2,Lake View King,Couple Getaway,Direct,Phone,Ohio,No,No,62,338.99,1355.96,148.63,No,0,166.9,315.53,1671.49,Completed,No,No,4.7,9.7
R202402649,G103130,2025-10-18 00:00:00,2025-11-03 00:00:00,2025-11-07 00:00:00,4,November,2025,Fall,Monday,1,0,1,Standard King,Business,Corporate Negotiated,Corporate,Other,No,Yes,16,146.36,585.44,74.6,No,0,192.92,267.52,852.96,Completed,No,No,4.6,8.2
R202402650,G101252,2024-05-17 00:00:00,2024-07-08 00:00:00,2024-07-11 00:00:00,3,July,2024,Summer,Monday,2,0,2,Standard Double,Leisure,OTA,Booking.com,Texas,Yes,Yes,52,206.21,618.63,186.87,No,0,57.85,244.72,863.35,Completed,No,No,4.7,9.3
R202402651,G103202,2024-09-23 00:00:00,2024-11-25 00:00:00,2024-11-30 00:00:00,5,November,2024,Fall,Monday,2,0,2,Deluxe King,Leisure,OTA,Booking.com,Virginia,No,Yes,63,166.42,832.1,211.89,No,0,9.56,221.45,1053.55,Completed,No,No,4.6,8.2
R202402652,G102927,2024-09-17 00:00:00,2024-10-12 00:00:00,2024-10-14 00:00:00,2,October,2024,Fall,Saturday,1,0,1,Standard Double,Leisure,OTA,Expedia,Florida,No,No,25,206.34,412.68,51.29,Yes,408.7,47.98,507.97,920.65,Completed,No,Yes,2.7,5.3
R202402653,G101219,2025-08-26 00:00:00,2025-08-27 00:00:00,2025-08-30 00:00:00,3,August,2025,Summer,Wednesday,2,0,2,Standard King,Couple Getaway,OTA,Expedia,New York,No,No,1,210.51,631.53,126.81,No,0,137.83,264.64,896.17,Completed,No,No,4.6,9.6
R202402654,G100089,2024-06-22 00:00:00,2024-07-10 00:00:00,2024-07-11 00:00:00,1,July,2024,Summer,Wednesday,2,0,2,Standard King,Leisure,Direct,Hotel Website,Ohio,No,No,18,219.18,219.18,60.17,No,0,59.82,119.99,339.17,Completed,No,No,4.2,8.1
R202402655,G101972,2024-08-04 00:00:00,2024-08-09 00:00:00,2024-08-10 00:00:00,1,August,2024,Summer,Friday,2,1,3,Standard Double,Leisure,Direct,Phone,Florida,No,Yes,5,224.89,224.89,162.61,No,0,11.33,173.94,398.83,Completed,No,No,4.5,9.3
R202402656,G101807,2025-06-01 00:00:00,2025-06-01 00:00:00,2025-06-02 00:00:00,1,June,2025,Summer,Sunday,2,2,4,Executive Suite,Leisure,OTA,Expedia,Connecticut,No,Yes,0,641.46,641.46,86.35,No,0,51.58,137.93,779.39,Completed,No,No,4.3,8.8
R202402657,G102291,2024-04-20 00:00:00,2024-07-02 00:00:00,2024-07-03 00:00:00,1,July,2024,Summer,Tuesday,3,1,4,Standard King,Leisure,OTA,Expedia,New York,No,Yes,73,197.43,197.43,0,No,0,26.98,26.98,224.41,Completed,Yes,No,3.8,7.7
R202402658,G100806,2025-09-21 00:00:00,2025-10-04 00:00:00,2025-10-06 00:00:00,2,October,2025,Fall,Saturday,2,0,2,Junior Suite,Leisure,Direct,Hotel Website,New York,No,Yes,13,409.57,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202402659,G101712,2024-01-27 00:00:00,2024-03-09 00:00:00,2024-03-15 00:00:00,6,March,2024,Spring,Saturday,2,2,4,Lake View King,Leisure,OTA,Expedia,Connecticut,No,Yes,42,244.73,1468.38,378.12,No,0,192.21,570.33,2038.71,Completed,No,No,4.4,8.9
R202402660,G100285,2024-01-16 00:00:00,2024-02-01 00:00:00,2024-02-04 00:00:00,3,February,2024,Winter,Thursday,1,0,1,Standard Double,Business,Corporate Negotiated,Corporate,Texas,No,No,16,138.8,416.4,96.82,No,0,163.0,259.82,676.22,Completed,No,No,4.5,9.1
R202402661,G100192,2025-10-13 00:00:00,2025-11-23 00:00:00,2025-11-25 00:00:00,2,November,2025,Fall,Sunday,3,2,5,Standard King,Group,Group,Phone,Massachusetts,No,Yes,41,151.42,302.84,170.59,Yes,457.97,67.84,696.4,999.24,Completed,No,No,5,10
R202402662,G103551,2024-10-02 00:00:00,2024-12-24 00:00:00,2024-12-30 00:00:00,6,December,2024,Winter,Tuesday,2,0,2,Standard Double,Leisure,OTA,Booking.com,Other,No,No,83,151.03,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202402663,G100801,2025-01-05 00:00:00,2025-01-18 00:00:00,2025-01-19 00:00:00,1,January,2025,Winter,Saturday,2,3,5,Junior Suite,Leisure,OTA,Booking.com,New York,No,No,13,262.11,0.0,0,No,0,0,0,0.0,Cancelled,No,No,,
R202402664,G101138,2025-04-05 00:00:00,2025-04-19 00:00:00,2025-04-21 00:00:00,2,April,2025,Spring,Saturday,1,0,1,Deluxe King,Business,Direct,Hotel Website,New York,No,Yes,14,212.34,424.68,54.05,No,0,64.83,118.88,543.56,Completed,No,No,3.8,8.2
R202402665,G102713,2025-11-23 00:00:00,2025-12-04 00:00:00,2025-12-06 00:00:00,2,December,2025,Winter,Thursday,1,0,1,Standard King,Business,Direct,Hotel Website,Massachusetts,No,No,11,146.46,292.92,27.84,No,0,35.85,63.69,356.61,Completed,No,No,3.8,7.5
R202402666,G101292,2023-12-21 00:00:00,2024-01-11 00:00:00,2024-01-14 00:00:00,3,January,2024,Winter,Thursday,2,2,4,Standard Double,Leisure,OTA,Expedia,New Jersey,No,Yes,21,130.39,391.17,415.56,Yes,161.65,80.0,657.21,1048.38,Completed,No,No,4.1,7.9
R202402667,G102148,2025-09-08 00:00:00,2025-09-21 00:00:00,2025-09-23 00:00:00,2,September,2025,Fall,Sunday,1,0,1,Standard Double,Business,OTA,Booking.com,New York,Yes,Yes,13,176.14,352.28,23.8,No,0,90.2,114.0,466.28,Completed,No,No,3.9,7.5
R202402668,G103263,2024-08-22 00:00:00,2024-10-01 00:00:00,2024-10-05 00:00:00,4,October,2024,Fall,Tuesday,2,1,3,Junior Suite,Leisure,Direct,Hotel Website,New York,Yes,No,40,371.51,1486.04,396.25,No,0,206.49,602.74,2088.78,Completed,No,Yes,2.4,4.7
R202402669,G100861,2023-12-18 00:00:00,2024-02-08 00:00:00,2024-02-12 00:00:00,4,February,2024,Winter,Thursday,2,0,2,Standard Double,Leisure,Direct,Phone,Virginia,No,No,52,141.41,565.64,309.77,No,0,22.36,332.13,897.77,Completed,Yes,No,5,10
R202402670,G100108,2025-03-17 00:00:00,2025-04-07 00:00:00,2025-04-10 00:00:00,3,April,2025,Spring,Monday,2,1,3,Deluxe King,Leisure,OTA,Expedia,New York,No,No,21,203.12,609.36,236.56,No,0,143.03,379.59,988.95,Completed,No,No,2.7,6.3
R202402671,G101449,2024-02-20 00:00:00,2024-03-04 00:00:00,2024-03-07 00:00:00,3,March,2024,Spring,Monday,1,0,1,Standard King,Business,Direct,Travel Agent,New York,No,Yes,13,134.54,403.62,51.38,No,0,107.63,159.01,562.63,Completed,No,No,3.5,6.2
R202402672,G100327,2024-10-18 00:00:00,2024-12-15 00:00:00,2024-12-19 00:00:00,4,December,2024,Winter,Sunday,3,1,4,Standard Double,Leisure,OTA,Booking.com,New York,Yes,No,58,156.76,627.04,347.41,No,0,102.05,449.46,1076.5,Completed,No,Yes,2.9,5.7
R202402673,G102947,2024-10-09 00:00:00,2024-12-03 00:00:00,2024-12-08 00:00:00,5,December,2024,Winter,Tuesday,2,1,3,Standard Double,Leisure,OTA,Booking.com,New York,No,Yes,55,170.46,852.3,699.24,No,0,53.21,752.45,1604.75,Completed,No,No,3.5,5.8
R202402674,G100863,2024-08-11 00:00:00,2024-08-24 00:00:00,2024-08-28 00:00:00,4,August,2024,Summer,Saturday,2,0,2,Lake View King,Business,OTA,Expedia,New York,Yes,Yes,13,323.33,1293.32,133.42,No,0,254.47,387.89,1681.21,Completed,No,No,4.4,9.4
R202402675,G102062,2025-05-07 00:00:00,2025-06-09 00:00:00,2025-06-11 00:00:00,2,June,2025,Summer,Monday,2,1,3,Standard King,Leisure,Direct,Hotel Website,New York,No,Yes,33,188.87,377.74,220.18,No,0,143.25,363.43,741.17,Completed,No,No,4.6,9.3
R202402676,G103447,2024-04-06 00:00:00,2024-04-23 00:00:00,2024-04-25 00:00:00,2,April,2024,Spring,Tuesday,2,0,2,Standard Double,Business,Direct,Hotel Website,Ohio,No,No,17,159.38,318.76,29.72,No,0,106.94,136.66,455.42,Completed,No,No,3.8,7.6
R202402677,G103347,2024-10-19 00:00:00,2024-11-16 00:00:00,2024-11-19 00:00:00,3,November,2024,Fall,Saturday,3,1,4,Deluxe King,Leisure,OTA,Booking.com,Other,Yes,Yes,28,200.27,600.81,252.08,No,0,126.96,379.04,979.85,Completed,Yes,No,4.8,9.7
R202402678,G101470,2025-04-07 00:00:00,2025-06-04 00:00:00,2025-06-10 00:00:00,6,June,2025,Summer,Wednesday,2,3,5,Executive Suite,Leisure,OTA,Booking.com,New York,No,No,58,522.69,3136.14,523.04,No,0,152.85,675.89,3812.03,Completed,Yes,No,4.9,9.9
R202402679,G103376,2024-12-21 00:00:00,2025-04-02 00:00:00,2025-04-04 00:00:00,2,April,2025,Spring,Wednesday,2,2,4,Lake View King,Leisure,Corporate Negotiated,Corporate,Ohio,No,Yes,102,256.6,513.2,249.98,Yes,132.75,0,382.73,895.93,Completed,No,No,4.4,8.1
R202402680,G100977,2025-02-07 00:00:00,2025-05-29 00:00:00,2025-06-03 00:00:00,5,May,2025,Spring,Thursday,2,0,2,Lake View King,Leisure,Direct,Phone,New York,No,Yes,111,288.54,1442.7,193.16,Yes,358.47,384.05,935.68,2378.38,Completed,No,No,3.5,7.2
R202402681,G101750,2025-11-19 00:00:00,2025-12-08 00:00:00,2025-12-10 00:00:00,2,December,2025,Winter,Monday,2,0,2,Lake View King,Business,OTA,Expedia,Connecticut,No,No,19,255.64,511.28,52.82,No,0,85.55,138.37,649.65,Completed,No,No,3.8,7.0
R202402682,G103421,2025-02-21 00:00:00,2025-02-25 00:00:00,2025-02-27 00:00:00,2,February,2025,Winter,Tuesday,1,0,1,Standard King,Business,Direct,Travel Agent,California,Yes,No,4,115.42,230.84,29.23,No,0,79.95,109.18,340.02,Completed,No,No,4.6,8.8
R202402683,G102825,2024-06-21 00:00:00,2024-07-14 00:00:00,2024-07-18 00:00:00,4,July,2024,Summer,Sunday,2,0,2,Lake View King,Couple Getaway,Direct,Hotel Website,New York,Yes,No,23,366.06,1464.24,342.79,Yes,408.98,68.15,819.92,2284.16,Completed,No,No,5,10
R202402684,G100146,2025-04-08 00:00:00,2025-05-20 00:00:00,2025-05-25 00:00:00,5,May,2025,Spring,Tuesday,1,1,2,Executive Suite,Leisure,OTA,Expedia,Other,Yes,Yes,42,406.84,2034.2,158.69,No,0,155.02,313.71,2347.91,Completed,Yes,No,4.6,9.6
